    Macro definition                            err code    brief description
SSL_R_DANE_TLSA_BAD_PUBLIC_KEY                   201    "dane tlsa bad public key"
SSL_R_DANE_TLSA_BAD_SELECTOR                     202    "dane tlsa bad selector"
SSL_R_DANE_TLSA_NULL_DATA                        203    "dane tlsa null data"
SSL_R_DATA_BETWEEN_CCS_AND_FINISHED              145    "data between ccs and finished"
SSL_R_DATA_LENGTH_TOO_LONG                       146    "data length too long"
SSL_R_DECRYPTION_FAILED                          147    "decryption failed"
SSL_R_DECRYPTION_FAILED_OR_BAD_RECORD_MAC        281    "decryption failed or bad record mac"
SSL_R_DH_KEY_TOO_SMALL                           394    "dh key too small"
SSL_R_DH_PUBLIC_VALUE_LENGTH_IS_WRONG            148    "dh public value length is wrong"
SSL_R_DIGEST_CHECK_FAILED                        149    "digest check failed"
SSL_R_DTLS_MESSAGE_TOO_BIG                       334    "dtls message too big"
SSL_R_DUPLICATE_COMPRESSION_ID                   309    "duplicate compression id"
SSL_R_ECC_CERT_NOT_FOR_SIGNING                   318    "ecc cert not for signing"
SSL_R_ECDH_REQUIRED_FOR_SUITEB_MODE              374    "ecdh required for suiteb mode"
SSL_R_EE_KEY_TOO_SMALL                           399    "ee key too small"
SSL_R_EMPTY_SRTP_PROTECTION_PROFILE_LIST         354    "empty srtp protection profile list"
SSL_R_ENCRYPTED_LENGTH_TOO_LONG                  150    "encrypted length too long"
SSL_R_ERROR_IN_RECEIVED_CIPHER_LIST              151    "error in received cipher list"
SSL_R_ERROR_SETTING_TLSA_BASE_DOMAIN             204    "error setting tlsa base domain"
SSL_R_EXCEEDS_MAX_FRAGMENT_SIZE                  194    "exceeds max fragment size"
SSL_R_EXCESSIVE_MESSAGE_SIZE                     152    "excessive message size"
SSL_R_EXTENSION_NOT_RECEIVED                     279    "extension not received"
SSL_R_EXTRA_DATA_IN_MESSAGE                      153    "extra data in message"
SSL_R_EXT_LENGTH_MISMATCH                        163    "ext length mismatch"
SSL_R_FAILED_TO_INIT_ASYNC                       405    "failed to init async"
SSL_R_FRAGMENTED_CLIENT_HELLO                    401    "fragmented client hello"
SSL_R_GOT_A_FIN_BEFORE_A_CCS                     154    "got a fin before a ccs"
SSL_R_HTTPS_PROXY_REQUEST                        155    "https proxy request"
SSL_R_HTTP_REQUEST                               156    "http request"
SSL_R_ILLEGAL_POINT_COMPRESSION                  162    "illegal point compression"
SSL_R_ILLEGAL_SUITEB_DIGEST                      380    "illegal Suite B digest"
SSL_R_INAPPROPRIATE_FALLBACK                     373    "inappropriate fallback"
SSL_R_INCONSISTENT_COMPRESSION                   340    "inconsistent compression"
SSL_R_INCONSISTENT_EARLY_DATA_ALPN               222    "inconsistent early data alpn"
SSL_R_INCONSISTENT_EARLY_DATA_SNI                231    "inconsistent early data sni"
SSL_R_INCONSISTENT_EXTMS                         104    "inconsistent extms"
SSL_R_INSUFFICIENT_SECURITY                      241    "insufficient security"
SSL_R_INVALID_ALERT                              205    "invalid alert"
SSL_R_INVALID_CCS_MESSAGE                        260    "invalid ccs message"
SSL_R_INVALID_CERTIFICATE_OR_ALG                 238    "invalid certificate or alg"
SSL_R_INVALID_COMMAND                            280    "invalid command"
SSL_R_INVALID_COMPRESSION_ALGORITHM              341    "invalid compression algorithm"
SSL_R_INVALID_CONFIG                             283    "invalid config"
SSL_R_INVALID_CONFIGURATION_NAME                 113    "invalid configuration name"
SSL_R_INVALID_CONTEXT                            282    "invalid context"
SSL_R_INVALID_CT_VALIDATION_TYPE                 212    "invalid ct validation type"
SSL_R_INVALID_KEY_UPDATE_TYPE                    120    "invalid key update type"
SSL_R_INVALID_MAX_EARLY_DATA                     174    "invalid max early data"
SSL_R_INVALID_NULL_CMD_NAME                      385    "invalid null cmd name"
SSL_R_INVALID_SEQUENCE_NUMBER                    402    "invalid sequence number"
SSL_R_INVALID_SERVERINFO_DATA                    388    "invalid serverinfo data"
SSL_R_INVALID_SESSION_ID                         999    "invalid session id"
SSL_R_INVALID_SRP_USERNAME                       357    "invalid srp username"
SSL_R_INVALID_STATUS_RESPONSE                    328    "invalid status response"
SSL_R_INVALID_TICKET_KEYS_LENGTH                 325    "invalid ticket keys length"
SSL_R_LENGTH_MISMATCH                            159    "length mismatch"
SSL_R_LENGTH_TOO_LONG                            404    "length too long"
SSL_R_LENGTH_TOO_SHORT                           160    "length too short"
SSL_R_LIBRARY_BUG                                274    "library bug"
SSL_R_LIBRARY_HAS_NO_CIPHERS                     161    "library has no ciphers"
SSL_R_MISSING_DSA_SIGNING_CERT                   165    "missing dsa signing cert"
SSL_R_MISSING_ECDSA_SIGNING_CERT                 381    "missing ecdsa signing cert"
SSL_R_MISSING_FATAL                              256    "missing fatal"
SSL_R_MISSING_PARAMETERS                         290    "missing parameters"
SSL_R_MISSING_RSA_CERTIFICATE                    168    "missing rsa certificate"
SSL_R_MISSING_RSA_ENCRYPTING_CERT                169    "missing rsa encrypting cert"
SSL_R_MISSING_RSA_SIGNING_CERT                   170    "missing rsa signing cert"
SSL_R_MISSING_SIGALGS_EXTENSION                  112    "missing sigalgs extension"
SSL_R_MISSING_SIGNING_CERT                       221    "missing signing cert"
SSL_R_MISSING_SRP_PARAM                          358    "can't find SRP server param"
SSL_R_MISSING_SUPPORTED_GROUPS_EXTENSION         209    "missing supported groups extension"
SSL_R_MISSING_TMP_DH_KEY                         171    "missing tmp dh key"
SSL_R_MISSING_TMP_ECDH_KEY                       311    "missing tmp ecdh key"
SSL_R_NOT_ON_RECORD_BOUNDARY                     182    "not on record boundary"
SSL_R_NOT_REPLACING_CERTIFICATE                  289    "not replacing certificate"
SSL_R_NOT_SERVER                                 284    "not server"
SSL_R_NO_APPLICATION_PROTOCOL                    235    "no application protocol"
SSL_R_NO_CERTIFICATES_RETURNED                   176    "no certificates returned"
SSL_R_NO_CERTIFICATE_ASSIGNED                    177    "no certificate assigned"
SSL_R_NO_CERTIFICATE_SET                         179    "no certificate set"
SSL_R_NO_CHANGE_FOLLOWING_HRR                    214    "no change following hrr"
SSL_R_NO_CIPHERS_AVAILABLE                       181    "no ciphers available"
SSL_R_NO_CIPHERS_SPECIFIED                       183    "no ciphers specified"
SSL_R_NO_CIPHER_MATCH                            185    "no cipher match"
SSL_R_NO_CLIENT_CERT_METHOD                      331    "no client cert method"
SSL_R_NO_COMPRESSION_SPECIFIED                   187    "no compression specified"
SSL_R_NO_COOKIE_CALLBACK_SET                     287    "no cookie callback set"
SSL_R_NO_GOST_CERTIFICATE_SENT_BY_PEER           330    "Peer haven't sent GOST certificate, required for selected ciphersuite"
SSL_R_NO_METHOD_SPECIFIED                        188    "no method specified"
SSL_R_NO_PEM_EXTENSIONS                          389    "no pem extensions"
SSL_R_NO_PRIVATE_KEY_ASSIGNED                    190    "no private key assigned"
SSL_R_NO_PROTOCOLS_AVAILABLE                     191    "no protocols available"
SSL_R_NO_RENEGOTIATION                           339    "no renegotiation"
SSL_R_NO_REQUIRED_DIGEST                         324    "no required digest"
SSL_R_NO_SHARED_CIPHER                           193    "no shared cipher"
SSL_R_NO_SHARED_GROUPS                           410    "no shared groups"
SSL_R_NO_SHARED_SIGNATURE_ALGORITHMS             376    "no shared signature algorithms"
SSL_R_NO_SRTP_PROFILES                           359    "no srtp profiles"
SSL_R_NO_SUITABLE_KEY_SHARE                      101    "no suitable key share"
SSL_R_NO_SUITABLE_SIGNATURE_ALGORITHM            118    "no suitable signature algorithm"
SSL_R_NO_VALID_SCTS                              216    "no valid scts"
SSL_R_NO_VERIFY_COOKIE_CALLBACK                  403    "no verify cookie callback"
SSL_R_NULL_SSL_CTX                               195    "null ssl ctx"
SSL_R_NULL_SSL_METHOD_PASSED                     196    "null ssl method passed"
SSL_R_OLD_SESSION_CIPHER_NOT_RETURNED            197    "old session cipher not returned"
SSL_R_OLD_SESSION_COMPRESSION_ALGORITHM_NOT_RETURNED 344    "old session compression algorithm not returned"
SSL_R_OVERFLOW_ERROR                             237    "overflow error"
SSL_R_PACKET_LENGTH_TOO_LONG                     198    "packet length too long"
SSL_R_PARSE_TLSEXT                               227    "parse tlsext"
SSL_R_PATH_TOO_LONG                              270    "path too long"
SSL_R_PEER_DID_NOT_RETURN_A_CERTIFICATE          199    "peer did not return a certificate"
SSL_R_PEM_NAME_BAD_PREFIX                        391    "pem name bad prefix"
SSL_R_PEM_NAME_TOO_SHORT                         392    "pem name too short"
SSL_R_PIPELINE_FAILURE                           406    "pipeline failure"
SSL_R_POST_HANDSHAKE_AUTH_ENCODING_ERR           278    "post handshake auth encoding err"
SSL_R_PRIVATE_KEY_MISMATCH                       288    "private key mismatch"
SSL_R_PROTOCOL_IS_SHUTDOWN                       207    "protocol is shutdown"
SSL_R_PSK_IDENTITY_NOT_FOUND                     223    "psk identity not found"
SSL_R_PSK_NO_CLIENT_CB                           224    "psk no client cb"
SSL_R_PSK_NO_SERVER_CB                           225    "psk no server cb"
SSL_R_READ_BIO_NOT_SET                           211    "read bio not set"
SSL_R_READ_TIMEOUT_EXPIRED                       312    "read timeout expired"
SSL_R_RECORD_LENGTH_MISMATCH                     213    "record length mismatch"
SSL_R_RECORD_TOO_SMALL                           298    "record too small"
SSL_R_RENEGOTIATE_EXT_TOO_LONG                   335    "renegotiate ext too long"
SSL_R_RENEGOTIATION_ENCODING_ERR                 336    "renegotiation encoding err"
SSL_R_RENEGOTIATION_MISMATCH                     337    "renegotiation mismatch"
SSL_R_REQUEST_PENDING                            285    "request pending"
SSL_R_REQUEST_SENT                               286    "request sent"
SSL_R_REQUIRED_CIPHER_MISSING                    215    "required cipher missing"
SSL_R_REQUIRED_COMPRESSION_ALGORITHM_MISSING     342    "required compression algorithm missing"
SSL_R_SCSV_RECEIVED_WHEN_RENEGOTIATING           345    "scsv received when renegotiating"
SSL_R_SCT_VERIFICATION_FAILED                    208    "sct verification failed"
SSL_R_SERVERHELLO_TLSEXT                         275    "serverhello tlsext"
SSL_R_SESSION_ID_CONTEXT_UNINITIALIZED           277    "session id context uninitialized"
SSL_R_SHUTDOWN_WHILE_IN_INIT                     407    "shutdown while in init"
SSL_R_SIGNATURE_ALGORITHMS_ERROR                 360    "signature algorithms error"
SSL_R_SIGNATURE_FOR_NON_SIGNING_CERTIFICATE      220    "signature for non signing certificate"
SSL_R_SRP_A_CALC                                 361    "error with the srp params"
SSL_R_SRTP_COULD_NOT_ALLOCATE_PROFILES           362    "srtp could not allocate profiles"
SSL_R_SRTP_PROTECTION_PROFILE_LIST_TOO_LONG      363    "srtp protection profile list too long"
SSL_R_SRTP_UNKNOWN_PROTECTION_PROFILE            364    "srtp unknown protection profile"
SSL_R_SSL3_EXT_INVALID_MAX_FRAGMENT_LENGTH       232    "ssl3 ext invalid max fragment length"
SSL_R_SSL3_EXT_INVALID_SERVERNAME                319    "ssl3 ext invalid servername"
SSL_R_SSL3_EXT_INVALID_SERVERNAME_TYPE           320    "ssl3 ext invalid servername type"
SSL_R_SSL3_SESSION_ID_TOO_LONG                   300    "ssl3 session id too long"
SSL_R_SSLV3_ALERT_BAD_CERTIFICATE                1042   "sslv3 alert bad certificate"
SSL_R_SSLV3_ALERT_BAD_RECORD_MAC                 1020   "sslv3 alert bad record mac"
SSL_R_SSLV3_ALERT_CERTIFICATE_EXPIRED            1045   "sslv3 alert certificate expired"
SSL_R_SSLV3_ALERT_CERTIFICATE_REVOKED            1044   "sslv3 alert certificate revoked"
SSL_R_SSLV3_ALERT_CERTIFICATE_UNKNOWN            1046   "sslv3 alert certificate unknown"
SSL_R_SSLV3_ALERT_DECOMPRESSION_FAILURE          1030   "sslv3 alert decompression failure"
SSL_R_SSLV3_ALERT_HANDSHAKE_FAILURE              1040   "sslv3 alert handshake failure"
SSL_R_SSLV3_ALERT_ILLEGAL_PARAMETER              1047   "sslv3 alert illegal parameter"
SSL_R_SSLV3_ALERT_NO_CERTIFICATE                 1041   "sslv3 alert no certificate"
SSL_R_SSLV3_ALERT_UNEXPECTED_MESSAGE             1010   "sslv3 alert unexpected message"
SSL_R_SSLV3_ALERT_UNSUPPORTED_CERTIFICATE        1043   "sslv3 alert unsupported certificate"
SSL_R_SSL_COMMAND_SECTION_EMPTY                  117    "ssl command section empty"
SSL_R_SSL_COMMAND_SECTION_NOT_FOUND              125    "ssl command section not found"
SSL_R_SSL_CTX_HAS_NO_DEFAULT_SSL_VERSION         228    "ssl ctx has no default ssl version"
SSL_R_SSL_HANDSHAKE_FAILURE                      229    "ssl handshake failure"
SSL_R_SSL_LIBRARY_HAS_NO_CIPHERS                 230    "ssl library has no ciphers"
SSL_R_SSL_NEGATIVE_LENGTH                        372    "ssl negative length"
SSL_R_SSL_SECTION_EMPTY                          126    "ssl section empty"
SSL_R_SSL_SECTION_NOT_FOUND                      136    "ssl section not found"
SSL_R_SSL_SESSION_ID_CALLBACK_FAILED             301    "ssl session id callback failed"
SSL_R_SSL_SESSION_ID_CONFLICT                    302    "ssl session id conflict"
SSL_R_SSL_SESSION_ID_CONTEXT_TOO_LONG            273    "ssl session id context too long"
SSL_R_SSL_SESSION_ID_HAS_BAD_LENGTH              303    "ssl session id has bad length"
SSL_R_SSL_SESSION_ID_TOO_LONG                    408    "ssl session id too long"
SSL_R_SSL_SESSION_VERSION_MISMATCH               210    "ssl session version mismatch"
SSL_R_STILL_IN_INIT                              121    "still in init"
SSL_R_TLSV13_ALERT_CERTIFICATE_REQUIRED          1116   "tlsv13 alert certificate required"
SSL_R_TLSV13_ALERT_MISSING_EXTENSION             1109   "tlsv13 alert missing extension"
SSL_R_TLSV1_ALERT_ACCESS_DENIED                  1049   "tlsv1 alert access denied"
SSL_R_TLSV1_ALERT_DECODE_ERROR                   1050   "tlsv1 alert decode error"
SSL_R_TLSV1_ALERT_DECRYPTION_FAILED              1021   "tlsv1 alert decryption failed"
SSL_R_TLSV1_ALERT_DECRYPT_ERROR                  1051   "tlsv1 alert decrypt error"
SSL_R_TLSV1_ALERT_EXPORT_RESTRICTION             1060   "tlsv1 alert export restriction"
SSL_R_TLSV1_ALERT_INAPPROPRIATE_FALLBACK         1086   "tlsv1 alert inappropriate fallback"
SSL_R_TLSV1_ALERT_INSUFFICIENT_SECURITY          1071   "tlsv1 alert insufficient security"
SSL_R_TLSV1_ALERT_INTERNAL_ERROR                 1080   "tlsv1 alert internal error"
SSL_R_TLSV1_ALERT_NO_RENEGOTIATION               1100   "tlsv1 alert no renegotiation"
SSL_R_TLSV1_ALERT_PROTOCOL_VERSION               1070   "tlsv1 alert protocol version"
SSL_R_TLSV1_ALERT_RECORD_OVERFLOW                1022   "tlsv1 alert record overflow"
SSL_R_TLSV1_ALERT_UNKNOWN_CA                     1048   "tlsv1 alert unknown ca"
SSL_R_TLSV1_ALERT_USER_CANCELLED                 1090   "tlsv1 alert user cancelled"
SSL_R_TLSV1_BAD_CERTIFICATE_HASH_VALUE           1114   "tlsv1 bad certificate hash value"
SSL_R_TLSV1_BAD_CERTIFICATE_STATUS_RESPONSE      1113   "tlsv1 bad certificate status response"
SSL_R_TLSV1_CERTIFICATE_UNOBTAINABLE             1111   "tlsv1 certificate unobtainable"
SSL_R_TLSV1_UNRECOGNIZED_NAME                    1112   "tlsv1 unrecognized name"
SSL_R_TLSV1_UNSUPPORTED_EXTENSION                1110   "tlsv1 unsupported extension"
SSL_R_TLS_HEARTBEAT_PEER_DOESNT_ACCEPT           365    "peer does not accept heartbeats"
SSL_R_TLS_HEARTBEAT_PENDING                      366    "heartbeat request already pending"
SSL_R_TLS_ILLEGAL_EXPORTER_LABEL                 367    "tls illegal exporter label"
SSL_R_TLS_INVALID_ECPOINTFORMAT_LIST             157    "tls invalid ecpointformat list"
SSL_R_TOO_MANY_KEY_UPDATES                       132    "too many key updates"
SSL_R_TOO_MANY_WARN_ALERTS                       409    "too many warn alerts"
SSL_R_TOO_MUCH_EARLY_DATA                        164    "too much early data"
SSL_R_UNABLE_TO_FIND_ECDH_PARAMETERS             314    "unable to find ecdh parameters"
SSL_R_UNABLE_TO_FIND_PUBLIC_KEY_PARAMETERS       239    "unable to find public key parameters"
SSL_R_UNABLE_TO_LOAD_SSL3_MD5_ROUTINES           242    "unable to load ssl3 md5 routines"
SSL_R_UNABLE_TO_LOAD_SSL3_SHA1_ROUTINES          243    "unable to load ssl3 sha1 routines"
SSL_R_UNEXPECTED_CCS_MESSAGE                     262    "unexpected ccs message"
SSL_R_UNEXPECTED_END_OF_EARLY_DATA               178    "unexpected end of early data"
SSL_R_UNEXPECTED_MESSAGE                         244    "unexpected message"
SSL_R_UNEXPECTED_RECORD                          245    "unexpected record"
SSL_R_UNINITIALIZED                              276    "uninitialized"
SSL_R_UNKNOWN_ALERT_TYPE                         246    "unknown alert type"
SSL_R_UNKNOWN_CERTIFICATE_TYPE                   247    "unknown certificate type"
SSL_R_UNKNOWN_CIPHER_RETURNED                    248    "unknown cipher returned"
SSL_R_UNKNOWN_CIPHER_TYPE                        249    "unknown cipher type"
SSL_R_UNKNOWN_CMD_NAME                           386    "unknown cmd name"
SSL_R_UNKNOWN_COMMAND                            139    "unknown command"
SSL_R_UNKNOWN_DIGEST                             368    "unknown digest"
SSL_R_UNKNOWN_KEY_EXCHANGE_TYPE                  250    "unknown key exchange type"
SSL_R_UNKNOWN_PKEY_TYPE                          251    "unknown pkey type"
SSL_R_UNKNOWN_PROTOCOL                           252    "unknown protocol"
SSL_R_UNKNOWN_SSL_VERSION                        254    "unknown ssl version"
SSL_R_UNKNOWN_STATE                              255    "unknown state"
SSL_R_UNSAFE_LEGACY_RENEGOTIATION_DISABLED       338    "unsafe legacy renegotiation disabled"
SSL_R_UNSOLICITED_EXTENSION                      217    "unsolicited extension"
SSL_R_UNSUPPORTED_COMPRESSION_ALGORITHM          257    "unsupported compression algorithm"
SSL_R_UNSUPPORTED_ELLIPTIC_CURVE                 315    "unsupported elliptic curve"
SSL_R_UNSUPPORTED_PROTOCOL                       258    "unsupported protocol"
SSL_R_UNSUPPORTED_SSL_VERSION                    259    "unsupported ssl version"
SSL_R_UNSUPPORTED_STATUS_TYPE                    329    "unsupported status type"
SSL_R_USE_SRTP_NOT_NEGOTIATED                    369    "use srtp not negotiated"
SSL_R_VERSION_TOO_HIGH                           166    "version too high"
SSL_R_VERSION_TOO_LOW                            396    "version too low"
SSL_R_WRONG_CERTIFICATE_TYPE                     383    "wrong certificate type"
SSL_R_WRONG_CIPHER_RETURNED                      261    "wrong cipher returned"
SSL_R_WRONG_CURVE                                378    "wrong curve"
SSL_R_WRONG_SIGNATURE_LENGTH                     264    "wrong signature length"
SSL_R_WRONG_SIGNATURE_SIZE                       265    "wrong signature size"
SSL_R_WRONG_SIGNATURE_TYPE                       370    "wrong signature type"
SSL_R_WRONG_SSL_VERSION                          266    "wrong ssl version"
SSL_R_WRONG_VERSION_NUMBER                       267    "wrong version number"
SSL_R_X509_LIB                                   268    "x509 lib"
SSL_R_X509_VERIFICATION_SETUP_PROBLEMS           269    "x509 verification setup problems"
